algorithmCode,scenarioCode,caseCount,repetition,randomSeed,solverAlgorithm,solverStatus,scheduledCases,unscheduledCases,theatreUtilisationPercent,averageWaitingHours,maxWaitingHours,emergencyAverageWaitingHours,conflictCount,hardConstraintViolations,jainFairnessIndex,continuityMovedCases,runtimeMs,createdAt
PURE_CP_SAT,BASELINE,10,1,42,CP_SAT_V1,OPTIMAL,6,4,72.50,0.56,2.67,0.75,0,0,0.9894,0,252,2026-08-25 02:24:40
PURE_CP_SAT,BASELINE,10,2,43,CP_SAT_V1,OPTIMAL,8,2,87.50,1.19,2.50,1.22,0,0,0.9992,0,152,2026-08-25 02:24:40
PURE_CP_SAT,BASELINE,10,3,44,CP_SAT_V1,OPTIMAL,8,2,82.50,0.93,2.61,1.12,0,0,0.9991,0,175,2026-08-25 02:24:40
PURE_CP_SAT,BASELINE,10,4,45,CP_SAT_V1,OPTIMAL,7,3,80.00,1.00,3.61,1.29,0,0,0.9961,0,220,2026-08-25 02:24:40
PURE_CP_SAT,BASELINE,10,5,46,CP_SAT_V1,OPTIMAL,8,2,87.50,1.24,3.67,1.28,0,0,0.9992,0,162,2026-08-25 02:24:41
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,10,1,42,CP_SAT_V1,OPTIMAL,7,3,90.00,0.83,2.67,0.60,0,0,0.9878,0,173,2026-08-25 02:24:52
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,10,2,43,CP_SAT_V1,OPTIMAL,8,2,87.50,1.09,2.50,1.10,0,0,0.9992,0,158,2026-08-25 02:24:52
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,10,3,44,CP_SAT_V1,OPTIMAL,8,2,80.00,1.09,2.61,1.10,0,0,1.0000,0,191,2026-08-25 02:24:52
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,10,4,45,CP_SAT_V1,OPTIMAL,8,2,92.50,1.40,3.22,1.38,0,0,0.9935,0,166,2026-08-25 02:24:52
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,10,5,46,CP_SAT_V1,OPTIMAL,8,2,85.00,1.15,3.67,1.25,0,0,0.9966,0,155,2026-08-25 02:24:52
PRIORITY_GREEDY,EMERGENCY_SURGE,10,1,42,PRIORITY_GREEDY_V1,FEASIBLE,7,3,95.00,2.07,3.67,1.89,0,0,1.0000,0,12,2026-08-25 02:24:50
PRIORITY_GREEDY,EMERGENCY_SURGE,10,2,43,PRIORITY_GREEDY_V1,FEASIBLE,8,2,82.50,1.56,3.50,1.31,0,0,0.9991,0,10,2026-08-25 02:24:50
PRIORITY_GREEDY,EMERGENCY_SURGE,10,3,44,PRIORITY_GREEDY_V1,FEASIBLE,8,2,85.00,1.62,3.28,1.38,0,0,0.9966,0,10,2026-08-25 02:24:50
PRIORITY_GREEDY,EMERGENCY_SURGE,10,4,45,PRIORITY_GREEDY_V1,FEASIBLE,8,2,97.50,1.81,3.78,1.52,0,0,0.9993,0,10,2026-08-25 02:24:50
PRIORITY_GREEDY,EMERGENCY_SURGE,10,5,46,PRIORITY_GREEDY_V1,FEASIBLE,8,2,92.50,1.82,4.22,1.42,0,0,0.9993,0,12,2026-08-25 02:24:50
PURE_CP_SAT,EMERGENCY_SURGE,10,1,42,CP_SAT_V1,OPTIMAL,7,3,90.00,0.83,2.06,0.60,0,0,0.9878,0,140,2026-08-25 02:24:50
PURE_CP_SAT,EMERGENCY_SURGE,10,2,43,CP_SAT_V1,OPTIMAL,8,2,82.50,0.81,2.50,0.94,0,0,0.9991,0,176,2026-08-25 02:24:51
PURE_CP_SAT,EMERGENCY_SURGE,10,3,44,CP_SAT_V1,OPTIMAL,8,2,82.50,0.88,2.61,0.86,0,0,0.9991,0,167,2026-08-25 02:24:51
PURE_CP_SAT,EMERGENCY_SURGE,10,4,45,CP_SAT_V1,OPTIMAL,8,2,92.50,1.12,3.00,1.19,0,0,0.9935,0,174,2026-08-25 02:24:51
PURE_CP_SAT,EMERGENCY_SURGE,10,5,46,CP_SAT_V1,OPTIMAL,8,2,85.00,1.15,3.67,1.25,0,0,0.9966,0,174,2026-08-25 02:24:51
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,10,1,42,CP_SAT_V1,OPTIMAL,6,4,48.33,0.56,2.67,0.75,0,0,0.9894,0,268,2026-08-25 02:24:45
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,10,2,43,CP_SAT_V1,OPTIMAL,8,2,60.00,1.12,2.50,1.22,0,0,0.9969,0,302,2026-08-25 02:24:46
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,10,3,44,CP_SAT_V1,OPTIMAL,8,2,55.00,0.93,2.61,1.12,0,0,0.9991,0,283,2026-08-25 02:24:46
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,10,4,45,CP_SAT_V1,OPTIMAL,7,3,53.33,1.00,2.50,1.29,0,0,0.9961,0,324,2026-08-25 02:24:46
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,10,5,46,CP_SAT_V1,OPTIMAL,8,2,58.33,1.24,3.67,1.28,0,0,0.9992,0,347,2026-08-25 02:24:47
PRIORITY_GREEDY,RESOURCE_MODERATE,10,1,42,PRIORITY_GREEDY_V1,FEASIBLE,6,4,51.67,1.94,3.67,2.08,0,0,0.9515,0,272,2026-08-25 02:24:42
PRIORITY_GREEDY,RESOURCE_MODERATE,10,2,43,PRIORITY_GREEDY_V1,FEASIBLE,8,2,60.00,1.26,2.67,1.22,0,0,0.9969,0,165,2026-08-25 02:24:42
PRIORITY_GREEDY,RESOURCE_MODERATE,10,3,44,PRIORITY_GREEDY_V1,FEASIBLE,8,2,56.67,1.47,3.28,1.42,0,0,0.9966,0,148,2026-08-25 02:24:43
PRIORITY_GREEDY,RESOURCE_MODERATE,10,4,45,PRIORITY_GREEDY_V1,FEASIBLE,7,3,58.33,1.83,3.78,1.90,0,0,0.9927,0,163,2026-08-25 02:24:43
PRIORITY_GREEDY,RESOURCE_MODERATE,10,5,46,PRIORITY_GREEDY_V1,FEASIBLE,8,2,60.00,1.65,3.06,1.38,0,0,1.0000,0,169,2026-08-25 02:24:43
PURE_CP_SAT,RESOURCE_MODERATE,10,1,42,CP_SAT_V1,OPTIMAL,6,4,48.33,0.56,2.67,0.75,0,0,0.9894,0,258,2026-08-25 02:24:43
PURE_CP_SAT,RESOURCE_MODERATE,10,2,43,CP_SAT_V1,OPTIMAL,8,2,58.33,1.19,2.50,1.22,0,0,0.9992,0,332,2026-08-25 02:24:44
PURE_CP_SAT,RESOURCE_MODERATE,10,3,44,CP_SAT_V1,OPTIMAL,8,2,55.00,0.93,2.61,1.12,0,0,0.9991,0,315,2026-08-25 02:24:44
PURE_CP_SAT,RESOURCE_MODERATE,10,4,45,CP_SAT_V1,OPTIMAL,7,3,53.33,1.00,2.50,1.29,0,0,0.9961,0,328,2026-08-25 02:24:45
PURE_CP_SAT,RESOURCE_MODERATE,10,5,46,CP_SAT_V1,OPTIMAL,8,2,58.33,1.24,3.67,1.28,0,0,0.9992,0,350,2026-08-25 02:24:45
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,10,1,42,CP_SAT_V1,OPTIMAL,5,5,82.14,0.72,2.83,0.11,0,0,0.9981,0,85,2026-08-25 02:24:49
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,10,2,43,CP_SAT_V1,OPTIMAL,5,5,82.14,0.19,0.44,0.26,0,0,0.9549,0,92,2026-08-25 02:24:49
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,10,3,44,CP_SAT_V1,OPTIMAL,6,4,75.00,0.51,1.72,0.75,0,0,0.9977,0,78,2026-08-25 02:24:49
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,10,4,45,CP_SAT_V1,OPTIMAL,5,5,78.57,0.47,1.83,0.76,0,0,0.9918,0,94,2026-08-25 02:24:50
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,10,5,46,CP_SAT_V1,OPTIMAL,6,4,89.29,0.34,1.06,0.40,0,0,0.9858,0,81,2026-08-25 02:24:50
PRIORITY_GREEDY,RESOURCE_TIGHT,10,1,42,PRIORITY_GREEDY_V1,FEASIBLE,5,5,92.86,1.59,3.28,1.56,0,0,0.9941,0,7,2026-08-25 02:24:47
PRIORITY_GREEDY,RESOURCE_TIGHT,10,2,43,PRIORITY_GREEDY_V1,FEASIBLE,5,5,78.57,0.56,1.28,0.50,0,0,0.9918,0,19,2026-08-25 02:24:47
PRIORITY_GREEDY,RESOURCE_TIGHT,10,3,44,PRIORITY_GREEDY_V1,FEASIBLE,6,4,78.57,0.73,1.72,0.75,0,0,1.0000,0,13,2026-08-25 02:24:47
PRIORITY_GREEDY,RESOURCE_TIGHT,10,4,45,PRIORITY_GREEDY_V1,FEASIBLE,5,5,85.71,1.18,2.22,1.50,0,0,1.0000,0,16,2026-08-25 02:24:47
PRIORITY_GREEDY,RESOURCE_TIGHT,10,5,46,PRIORITY_GREEDY_V1,FEASIBLE,6,4,92.86,0.81,1.72,0.68,0,0,0.9941,0,16,2026-08-25 02:24:48
PURE_CP_SAT,RESOURCE_TIGHT,10,1,42,CP_SAT_V1,OPTIMAL,5,5,82.14,0.72,2.83,0.11,0,0,0.9981,0,153,2026-08-25 02:24:48
PURE_CP_SAT,RESOURCE_TIGHT,10,2,43,CP_SAT_V1,OPTIMAL,5,5,82.14,0.19,0.44,0.26,0,0,0.9549,0,100,2026-08-25 02:24:49
PURE_CP_SAT,RESOURCE_TIGHT,10,3,44,CP_SAT_V1,OPTIMAL,6,4,75.00,0.51,1.72,0.75,0,0,0.9977,0,88,2026-08-25 02:24:49
PURE_CP_SAT,RESOURCE_TIGHT,10,4,45,CP_SAT_V1,OPTIMAL,5,5,78.57,0.47,1.83,0.76,0,0,0.9918,0,87,2026-08-25 02:24:49
PURE_CP_SAT,RESOURCE_TIGHT,10,5,46,CP_SAT_V1,OPTIMAL,6,4,89.29,0.34,1.06,0.40,0,0,0.9858,0,69,2026-08-25 02:24:49
HYBRID_PRIORITY_CP_SAT,BASELINE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,77.50,1.51,5.25,1.04,0,0,0.9907,0,8552,2026-08-25 02:25:22
HYBRID_PRIORITY_CP_SAT,BASELINE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,85.53,2.28,16.21,0.86,0,0,0.9722,0,2667,2026-08-25 02:25:24
HYBRID_PRIORITY_CP_SAT,BASELINE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,85.53,2.13,9.88,1.13,0,0,0.9722,0,2040,2026-08-25 02:25:27
HYBRID_PRIORITY_CP_SAT,BASELINE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,86.84,1.90,8.38,1.60,0,0,0.9776,0,1876,2026-08-25 02:25:29
HYBRID_PRIORITY_CP_SAT,BASELINE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,89.47,2.44,10.85,1.57,0,0,0.9923,0,1800,2026-08-25 02:25:30
PRIORITY_GREEDY,BASELINE,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,14,11,85.00,4.36,12.92,3.00,0,0,0.9863,0,50,2026-08-25 02:24:53
PRIORITY_GREEDY,BASELINE,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,13,12,85.53,3.66,11.75,2.13,0,0,0.9722,0,40,2026-08-25 02:24:53
PRIORITY_GREEDY,BASELINE,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,14,11,82.89,3.68,10.54,2.48,0,0,0.9878,0,48,2026-08-25 02:24:53
PRIORITY_GREEDY,BASELINE,25,4,45,PRIORITY_GREEDY_V1,FEASIBLE,13,12,82.89,4.12,11.54,2.70,0,0,0.9704,0,44,2026-08-25 02:24:53
PRIORITY_GREEDY,BASELINE,25,5,46,PRIORITY_GREEDY_V1,FEASIBLE,13,12,86.84,3.99,10.65,2.31,0,0,0.9918,0,38,2026-08-25 02:24:53
PURE_CP_SAT,BASELINE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,77.50,1.51,5.25,1.04,0,0,0.9907,0,7372,2026-08-25 02:25:00
PURE_CP_SAT,BASELINE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,85.53,2.28,16.21,0.86,0,0,0.9722,0,5123,2026-08-25 02:25:06
PURE_CP_SAT,BASELINE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,81.58,1.94,9.88,0.77,0,0,0.9515,0,2688,2026-08-25 02:25:09
PURE_CP_SAT,BASELINE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,86.84,1.90,8.38,1.60,0,0,0.9776,0,2536,2026-08-25 02:25:11
PURE_CP_SAT,BASELINE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,89.47,2.44,9.27,1.57,0,0,0.9923,0,1630,2026-08-25 02:25:13
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,77.50,1.40,4.75,1.14,0,0,0.9907,0,1566,2026-08-25 02:26:40
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,81.58,1.58,6.79,1.09,0,0,0.9639,0,1900,2026-08-25 02:26:42
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,85.53,2.29,9.88,1.16,0,0,0.9722,0,2646,2026-08-25 02:26:45
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,85.53,1.93,8.38,1.34,0,0,0.9722,0,2390,2026-08-25 02:26:47
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,89.47,2.26,5.90,1.85,0,0,0.9923,0,1584,2026-08-25 02:26:49
PRIORITY_GREEDY,EMERGENCY_SURGE,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,14,11,87.50,4.00,10.25,2.85,0,0,0.9800,0,69,2026-08-25 02:26:25
PRIORITY_GREEDY,EMERGENCY_SURGE,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,13,12,85.53,3.92,10.17,2.35,0,0,0.9812,0,58,2026-08-25 02:26:25
PRIORITY_GREEDY,EMERGENCY_SURGE,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,12,13,85.53,3.14,8.96,2.02,0,0,0.9885,0,76,2026-08-25 02:26:25
PRIORITY_GREEDY,EMERGENCY_SURGE,25,4,45,PRIORITY_GREEDY_V1,FEASIBLE,13,12,85.53,3.71,8.96,2.46,0,0,0.9885,0,66,2026-08-25 02:26:25
PRIORITY_GREEDY,EMERGENCY_SURGE,25,5,46,PRIORITY_GREEDY_V1,FEASIBLE,13,12,89.47,3.67,9.56,2.53,0,0,0.9863,0,71,2026-08-25 02:26:25
PURE_CP_SAT,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,77.50,1.40,4.75,1.14,0,0,0.9907,0,3170,2026-08-25 02:26:29
PURE_CP_SAT,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,81.58,1.58,6.79,1.09,0,0,0.9639,0,2290,2026-08-25 02:26:31
PURE_CP_SAT,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,81.58,2.21,9.88,1.03,0,0,0.9515,0,3677,2026-08-25 02:26:35
PURE_CP_SAT,EMERGENCY_SURGE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,85.53,1.78,8.38,1.21,0,0,0.9722,0,1534,2026-08-25 02:26:36
PURE_CP_SAT,EMERGENCY_SURGE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,89.47,2.26,5.90,1.85,0,0,0.9923,0,2220,2026-08-25 02:26:39
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,51.67,1.51,5.25,1.04,0,0,0.9907,0,8491,2026-08-25 02:26:03
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,57.02,2.28,16.21,0.86,0,0,0.9722,0,3075,2026-08-25 02:26:07
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,57.02,2.13,9.88,1.13,0,0,0.9722,0,3073,2026-08-25 02:26:10
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,57.89,1.90,8.38,1.60,0,0,0.9776,0,3614,2026-08-25 02:26:14
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,59.65,2.44,9.27,1.57,0,0,0.9923,0,2109,2026-08-25 02:26:16
PRIORITY_GREEDY,RESOURCE_MODERATE,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,14,11,56.67,4.36,12.92,3.00,0,0,0.9863,0,537,2026-08-25 02:25:31
PRIORITY_GREEDY,RESOURCE_MODERATE,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,13,12,57.02,3.66,11.75,2.13,0,0,0.9722,0,369,2026-08-25 02:25:32
PRIORITY_GREEDY,RESOURCE_MODERATE,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,14,11,55.26,3.68,10.54,2.48,0,0,0.9878,0,360,2026-08-25 02:25:32
PRIORITY_GREEDY,RESOURCE_MODERATE,25,4,45,PRIORITY_GREEDY_V1,FEASIBLE,13,12,55.26,4.12,11.54,2.70,0,0,0.9704,0,418,2026-08-25 02:25:32
PRIORITY_GREEDY,RESOURCE_MODERATE,25,5,46,PRIORITY_GREEDY_V1,FEASIBLE,13,12,57.89,3.99,10.65,2.31,0,0,0.9918,0,410,2026-08-25 02:25:33
PURE_CP_SAT,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,15,10,51.67,1.51,5.25,1.04,0,0,0.9907,0,6407,2026-08-25 02:25:39
PURE_CP_SAT,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,15,10,57.02,2.28,16.21,0.86,0,0,0.9722,0,3759,2026-08-25 02:25:43
PURE_CP_SAT,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,15,10,54.39,1.94,9.88,0.77,0,0,0.9515,0,2993,2026-08-25 02:25:47
PURE_CP_SAT,RESOURCE_MODERATE,25,4,45,CP_SAT_V1,OPTIMAL,15,10,57.89,1.90,8.38,1.60,0,0,0.9776,0,5186,2026-08-25 02:25:52
PURE_CP_SAT,RESOURCE_MODERATE,25,5,46,CP_SAT_V1,OPTIMAL,16,9,59.65,2.44,10.85,1.57,0,0,0.9923,0,2240,2026-08-25 02:25:55
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,14,11,98.21,1.24,3.67,1.04,0,0,0.9997,0,631,2026-08-25 02:26:21
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,13,12,98.08,1.03,2.85,0.97,0,0,0.9996,0,832,2026-08-25 02:26:22
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,13,12,96.15,1.21,3.88,1.20,0,0,0.9984,0,784,2026-08-25 02:26:23
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,4,45,CP_SAT_V1,OPTIMAL,12,13,98.08,0.94,2.94,1.07,0,0,0.9996,0,657,2026-08-25 02:26:24
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,5,46,CP_SAT_V1,OPTIMAL,13,12,98.08,1.32,4.02,1.17,0,0,0.9996,0,620,2026-08-25 02:26:25
PRIORITY_GREEDY,RESOURCE_TIGHT,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,11,14,96.43,3.12,7.08,2.86,0,0,0.9986,0,41,2026-08-25 02:26:16
PRIORITY_GREEDY,RESOURCE_TIGHT,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,11,14,98.08,2.37,6.33,2.02,0,0,0.9996,0,38,2026-08-25 02:26:16
PRIORITY_GREEDY,RESOURCE_TIGHT,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,11,14,94.23,2.56,6.62,2.28,0,0,0.9996,0,35,2026-08-25 02:26:16
PRIORITY_GREEDY,RESOURCE_TIGHT,25,4,45,PRIORITY_GREEDY_V1,FEASIBLE,10,15,96.15,2.88,7.12,2.58,0,0,0.9984,0,43,2026-08-25 02:26:16
PRIORITY_GREEDY,RESOURCE_TIGHT,25,5,46,PRIORITY_GREEDY_V1,FEASIBLE,10,15,98.08,2.83,7.23,2.11,0,0,0.9996,0,33,2026-08-25 02:26:17
PURE_CP_SAT,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,14,11,98.21,1.24,3.67,1.04,0,0,0.9997,0,522,2026-08-25 02:26:17
PURE_CP_SAT,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,13,12,98.08,1.03,2.85,0.97,0,0,0.9996,0,653,2026-08-25 02:26:18
PURE_CP_SAT,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,13,12,96.15,1.21,3.88,1.20,0,0,0.9984,0,840,2026-08-25 02:26:19
PURE_CP_SAT,RESOURCE_TIGHT,25,4,45,CP_SAT_V1,OPTIMAL,12,13,98.08,0.94,2.94,1.07,0,0,0.9996,0,942,2026-08-25 02:26:20
PURE_CP_SAT,RESOURCE_TIGHT,25,5,46,CP_SAT_V1,OPTIMAL,13,12,98.08,1.32,4.02,1.17,0,0,0.9996,0,556,2026-08-25 02:26:20
HYBRID_PRIORITY_CP_SAT,BASELINE,50,1,42,CP_SAT_V1,FEASIBLE,29,21,79.49,3.06,17.59,1.16,0,0,0.9639,0,20787,2026-08-25 02:28:57
HYBRID_PRIORITY_CP_SAT,BASELINE,50,2,43,CP_SAT_V1,FEASIBLE,28,22,77.63,3.76,20.82,1.07,0,0,0.9315,0,20695,2026-08-25 02:29:18
HYBRID_PRIORITY_CP_SAT,BASELINE,50,3,44,CP_SAT_V1,FEASIBLE,29,21,79.61,3.23,20.82,1.09,0,0,0.9457,0,20592,2026-08-25 02:29:39
HYBRID_PRIORITY_CP_SAT,BASELINE,50,4,45,CP_SAT_V1,FEASIBLE,28,22,81.41,3.42,18.29,1.35,0,0,0.9504,0,20773,2026-08-25 02:30:01
HYBRID_PRIORITY_CP_SAT,BASELINE,50,5,46,CP_SAT_V1,FEASIBLE,29,21,80.13,4.72,23.21,1.76,0,0,0.9615,0,20812,2026-08-25 02:30:22
PRIORITY_GREEDY,BASELINE,50,1,42,PRIORITY_GREEDY_V1,FEASIBLE,24,26,79.49,8.12,25.14,3.20,0,0,0.9447,0,223,2026-08-25 02:26:50
PRIORITY_GREEDY,BASELINE,50,2,43,PRIORITY_GREEDY_V1,FEASIBLE,24,26,78.95,7.48,24.69,2.81,0,0,0.9484,0,274,2026-08-25 02:26:51
PRIORITY_GREEDY,BASELINE,50,3,44,PRIORITY_GREEDY_V1,FEASIBLE,23,27,80.26,7.60,24.69,2.67,0,0,0.9500,0,166,2026-08-25 02:26:51
PRIORITY_GREEDY,BASELINE,50,4,45,PRIORITY_GREEDY_V1,FEASIBLE,25,25,79.49,8.43,25.95,3.08,0,0,0.9515,0,124,2026-08-25 02:26:51
PRIORITY_GREEDY,BASELINE,50,5,46,PRIORITY_GREEDY_V1,FEASIBLE,24,26,78.21,8.50,24.46,2.86,0,0,0.9500,0,109,2026-08-25 02:26:51
PURE_CP_SAT,BASELINE,50,1,42,CP_SAT_V1,FEASIBLE,29,21,78.85,3.47,21.05,1.26,0,0,0.9662,0,20583,2026-08-25 02:27:12
PURE_CP_SAT,BASELINE,50,2,43,CP_SAT_V1,FEASIBLE,28,22,78.29,3.47,18.19,0.86,0,0,0.9286,0,20627,2026-08-25 02:27:33
PURE_CP_SAT,BASELINE,50,3,44,CP_SAT_V1,FEASIBLE,29,21,79.61,3.07,16.16,1.09,0,0,0.9457,0,21498,2026-08-25 02:27:55
PURE_CP_SAT,BASELINE,50,4,45,CP_SAT_V1,FEASIBLE,28,22,79.49,3.93,17.04,1.47,0,0,0.9579,0,20723,2026-08-25 02:28:15
PURE_CP_SAT,BASELINE,50,5,46,CP_SAT_V1,FEASIBLE,28,22,79.49,3.60,19.23,1.31,0,0,0.9447,0,20805,2026-08-25 02:28:36
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,FEASIBLE,28,22,76.92,3.70,16.80,1.33,0,0,0.9484,0,20555,2026-08-25 02:39:01
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,FEASIBLE,28,22,77.63,3.74,17.71,2.19,0,0,0.9721,0,20588,2026-08-25 02:39:22
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,FEASIBLE,28,22,78.95,3.73,19.77,1.31,0,0,0.9552,0,20852,2026-08-25 02:39:43
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,4,45,CP_SAT_V1,FEASIBLE,27,23,76.92,3.13,16.79,1.29,0,0,0.9675,0,20931,2026-08-25 02:40:04
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,5,46,CP_SAT_V1,FEASIBLE,27,23,75.64,3.31,16.00,1.73,0,0,0.9603,0,20565,2026-08-25 02:40:25
