algorithmCode,scenarioCode,caseCount,repetitions,scheduledCases,unscheduledCases,theatreUtilisationPercent,averageWaitingHours,maxWaitingHours,emergencyAverageWaitingHours,conflictCount,hardConstraintViolations,jainFairnessIndex,continuityMovedCases,runtimeMs
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,5,15.2,9.8,83.922,1.892,7.14,1.3153,0,0,0.9783,0,2538.2
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,25,5,15.2,9.8,82.604,1.846,7.14,1.2637,0,0,0.9757,0,2300
ABLATION_NO_WAITING,EMERGENCY_SURGE,25,5,15.2,9.8,83.92,2.346,8.754,1.5349,0,0,0.9804,0,1558.8
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,25,5,15.2,9.8,83.132,2.3,8.97,1.5099,0,0,0.9803,0,918.8
HYBRID_PRIORITY_CP_SAT,BASELINE,50,5,28.6,21.4,80.166,3.618,18.674,1.2789,0,0,0.95,0,20749.4
ABLATION_NO_PRIORITY,BASELINE,50,5,28.6,21.4,79.914,3.466,17.69,1.2228,0,0,0.9508,0,20814.6
ABLATION_NO_WAITING,BASELINE,50,5,28.8,21.2,80.568,4.98,28.666,1.6271,0,0,0.9581,0,17554
ABLATION_THROUGHPUT_ONLY,BASELINE,50,5,28.8,21.2,78.886,4.576,26.13,1.4947,0,0,0.9594,0,16381.8
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,50,5,28.6,21.4,53.196,3.718,20.026,1.4249,0,0,0.952,0,21671.4
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,50,5,28.6,21.4,52.926,3.64,19.36,1.3476,0,0,0.9517,0,21593
ABLATION_NO_WAITING,RESOURCE_MODERATE,50,5,28.8,21.2,53.456,4.506,26.172,1.5867,0,0,0.9583,0,19324.2
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,50,5,28.8,21.2,52.758,4.58,27.52,1.5176,0,0,0.9608,0,16874.2
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,5,25,25,94.586,1.754,6.93,1.4546,0,0,0.9988,0,17962.8
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,5,25,25,94.02,1.504,5.246,1.2808,0,0,0.9986,0,16640.2
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,5,25,25,93.472,2.402,13.896,1.5645,0,0,0.9993,0,11806.4
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,5,25,25,92.15,1.908,7.732,1.5422,0,0,0.9994,0,6457.8
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,5,27.6,22.4,77.596,3.334,19.292,1.5267,0,0,0.9579,0,20873.4
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,50,5,27.6,22.4,76.946,3.302,16.736,1.5807,0,0,0.9605,0,20970.4
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,5,27.6,22.4,77.192,4.566,22.416,1.715,0,0,0.9629,0,20823.8
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,5,27.6,22.4,76.556,4.492,22.362,1.7542,0,0,0.9652,0,16113.4
