algorithmCode,scenarioCode,caseCount,repetition,randomSeed,solverAlgorithm,solverStatus,scheduledCases,unscheduledCases,theatreUtilisationPercent,averageWaitingHours,maxWaitingHours,emergencyAverageWaitingHours,conflictCount,hardConstraintViolations,jainFairnessIndex,continuityMovedCases,runtimeMs,createdAt
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,100,2026-08-21 23:54:57
ABLATION_NO_WAITING,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,94,2026-08-21 23:54:57
ABLATION_NO_WAITING,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,95,2026-08-21 23:54:58
ABLATION_NO_WAITING,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,62.50,2.33,4.00,2.33,0,0,0.9984,0,100,2026-08-21 23:54:58
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,89,2026-08-21 23:54:58
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,98,2026-08-21 23:54:58
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,62.50,2.33,4.00,2.33,0,0,0.9984,0,100,2026-08-21 23:54:58
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,108,2026-08-21 23:54:56
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,117,2026-08-21 23:54:57
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,121,2026-08-21 23:54:57
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,180,2026-08-21 23:54:52
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,177,2026-08-21 23:54:53
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,285,2026-08-21 23:54:53
ABLATION_NO_WAITING,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,10.00,4.50,8.00,1.00,0,0,0.9000,0,232,2026-08-21 23:54:53
ABLATION_NO_WAITING,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,10.00,0.50,1.00,0.00,0,0,0.9000,0,200,2026-08-21 23:54:54
ABLATION_NO_WAITING,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,10.00,4.50,8.00,1.00,0,0,0.9000,0,204,2026-08-21 23:54:54
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,10.00,0.25,0.50,0.00,0,0,0.9000,0,192,2026-08-21 23:54:54
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,10.00,0.50,1.00,0.00,0,0,0.9000,0,154,2026-08-21 23:54:54
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,10.00,4.50,8.00,1.00,0,0,0.9000,0,176,2026-08-21 23:54:54
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,210,2026-08-21 23:54:52
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,185,2026-08-21 23:54:52
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,221,2026-08-21 23:54:52
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,26,2026-08-21 23:54:56
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:54:56
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,37,2026-08-21 23:54:56
ABLATION_NO_WAITING,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,2,23,21.43,3.00,5.00,1.00,0,0,0.9000,0,23,2026-08-21 23:54:56
ABLATION_NO_WAITING,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,2,23,21.43,0.25,0.50,0.00,0,0,0.9000,0,23,2026-08-21 23:54:56
ABLATION_NO_WAITING,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,2,23,21.43,0.50,1.00,1.00,0,0,0.9000,0,24,2026-08-21 23:54:56
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,29,2026-08-21 23:54:56
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,2,23,21.43,0.25,0.50,0.00,0,0,0.9000,0,27,2026-08-21 23:54:56
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,32,2026-08-21 23:54:56
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,1,42,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,20,2026-08-21 23:54:55
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,2,43,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:54:55
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,25,3,44,CP_SAT_V1,OPTIMAL,2,23,21.43,0.00,0.00,0.00,0,0,0.9000,0,34,2026-08-21 23:54:56
ABLATION_NO_PRIORITY,BASELINE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,41,2026-08-21 23:54:59
ABLATION_NO_PRIORITY,BASELINE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,39,2026-08-21 23:54:59
ABLATION_NO_PRIORITY,BASELINE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,35,2026-08-21 23:55:00
ABLATION_NO_WAITING,BASELINE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,15.00,4.00,8.00,0.00,0,0,0.9000,0,27,2026-08-21 23:55:00
ABLATION_NO_WAITING,BASELINE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:55:00
ABLATION_NO_WAITING,BASELINE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,15.00,1.25,1.50,1.00,0,0,0.9000,0,27,2026-08-21 23:55:00
ABLATION_THROUGHPUT_ONLY,BASELINE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,15.00,4.50,8.00,1.00,0,0,0.9000,0,37,2026-08-21 23:55:00
ABLATION_THROUGHPUT_ONLY,BASELINE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,15.00,0.50,1.00,0.00,0,0,0.9000,0,31,2026-08-21 23:55:00
ABLATION_THROUGHPUT_ONLY,BASELINE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,15.00,4.50,8.00,1.00,0,0,0.9000,0,30,2026-08-21 23:55:00
HYBRID_PRIORITY_CP_SAT,BASELINE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:54:58
HYBRID_PRIORITY_CP_SAT,BASELINE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:54:58
HYBRID_PRIORITY_CP_SAT,BASELINE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,15.00,0.00,0.00,0.00,0,0,0.9000,0,37,2026-08-21 23:54:59
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,252,2026-08-21 23:55:07
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,246,2026-08-21 23:55:08
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,216,2026-08-21 23:55:08
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,52.50,2.08,4.00,2.08,0,0,0.9977,0,198,2026-08-21 23:55:08
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,186,2026-08-21 23:55:09
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,52.50,2.00,4.00,2.00,0,0,0.9977,0,198,2026-08-21 23:55:09
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,52.50,2.08,4.00,2.08,0,0,0.9977,0,198,2026-08-21 23:55:09
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,208,2026-08-21 23:55:09
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,198,2026-08-21 23:55:10
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,237,2026-08-21 23:55:06
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,55.00,1.58,4.00,1.58,0,0,1.0000,0,232,2026-08-21 23:55:07
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,55.00,1.58,4.00,1.58,0,0,1.0000,0,214,2026-08-21 23:55:07
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,194,2026-08-21 23:55:01
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,221,2026-08-21 23:55:02
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,173,2026-08-21 23:55:02
ABLATION_NO_WAITING,RESOURCE_MODERATE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,10.00,0.25,0.50,0.00,0,0,0.9000,0,189,2026-08-21 23:55:02
ABLATION_NO_WAITING,RESOURCE_MODERATE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,10.00,0.50,1.00,0.00,0,0,0.9000,0,155,2026-08-21 23:55:02
ABLATION_NO_WAITING,RESOURCE_MODERATE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,10.00,1.25,1.50,1.00,0,0,0.9000,0,208,2026-08-21 23:55:03
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,10.00,4.50,8.00,1.00,0,0,0.9000,0,206,2026-08-21 23:55:03
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,10.00,4.50,8.00,1.00,0,0,0.9000,0,177,2026-08-21 23:55:04
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,10.00,4.50,8.00,1.00,0,0,0.9000,0,194,2026-08-21 23:55:04
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,50,1,42,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,176,2026-08-21 23:55:00
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,50,2,43,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,178,2026-08-21 23:55:01
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,50,3,44,CP_SAT_V1,OPTIMAL,2,48,10.00,0.00,0.00,0.00,0,0,0.9000,0,202,2026-08-21 23:55:01
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,23,2026-08-21 23:55:04
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,32,2026-08-21 23:55:05
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:55:05
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,28,2026-08-21 23:55:05
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.25,0.50,0.00,0,0,0.9000,0,27,2026-08-21 23:55:05
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,3.00,5.00,1.00,0,0,0.9000,0,23,2026-08-21 23:55:05
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:55:05
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.25,0.50,0.00,0,0,0.9000,0,29,2026-08-21 23:55:06
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,3.00,5.00,1.00,0,0,0.9000,0,35,2026-08-21 23:55:06
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,36,2026-08-21 23:55:04
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,35,2026-08-21 23:55:04
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,28,2026-08-21 23:55:04
ABLATION_NO_PRIORITY,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,31,2026-08-21 23:55:11
ABLATION_NO_PRIORITY,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,28,2026-08-21 23:55:11
ABLATION_NO_PRIORITY,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,37,2026-08-21 23:55:11
ABLATION_NO_WAITING,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.25,0.50,0.00,0,0,0.9000,0,38,2026-08-21 23:55:11
ABLATION_NO_WAITING,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.50,1.00,0.00,0,0,0.9000,0,27,2026-08-21 23:55:11
ABLATION_NO_WAITING,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,1.25,1.50,1.00,0,0,0.9000,0,37,2026-08-21 23:55:11
ABLATION_THROUGHPUT_ONLY,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.25,0.50,0.00,0,0,0.9000,0,25,2026-08-21 23:55:11
ABLATION_THROUGHPUT_ONLY,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,4.50,8.00,1.00,0,0,0.9000,0,38,2026-08-21 23:55:12
ABLATION_THROUGHPUT_ONLY,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,4.00,8.00,0.00,0,0,0.9000,0,37,2026-08-21 23:55:12
HYBRID_PRIORITY_CP_SAT,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,24,2026-08-21 23:55:10
HYBRID_PRIORITY_CP_SAT,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,33,2026-08-21 23:55:10
HYBRID_PRIORITY_CP_SAT,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,26,2026-08-21 23:55:11
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,837,2026-08-21 23:55:22
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,787,2026-08-21 23:55:24
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,60.00,1.71,4.00,1.71,0,0,0.9412,0,814,2026-08-21 23:55:25
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,673,2026-08-21 23:55:26
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,618,2026-08-21 23:55:26
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,60.00,1.71,4.00,1.71,0,0,0.9412,0,635,2026-08-21 23:55:27
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,57.50,1.71,4.00,1.71,0,0,0.9549,0,676,2026-08-21 23:55:28
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,617,2026-08-21 23:55:29
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,65.00,2.14,4.00,2.14,0,0,0.9769,0,602,2026-08-21 23:55:30
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,756,2026-08-21 23:55:19
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,907,2026-08-21 23:55:20
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,829,2026-08-21 23:55:21
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,169,2026-08-21 23:55:13
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,179,2026-08-21 23:55:14
ABLATION_NO_PRIORITY,RESOURCE_MODERATE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,165,2026-08-21 23:55:14
ABLATION_NO_WAITING,RESOURCE_MODERATE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,10.00,0.25,0.50,0.00,0,0,0.9000,0,163,2026-08-21 23:55:14
ABLATION_NO_WAITING,RESOURCE_MODERATE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,10.00,4.50,8.00,1.00,0,0,0.9000,0,166,2026-08-21 23:55:15
ABLATION_NO_WAITING,RESOURCE_MODERATE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,10.00,1.25,1.50,1.00,0,0,0.9000,0,155,2026-08-21 23:55:15
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,10.00,4.50,8.00,1.00,0,0,0.9000,0,172,2026-08-21 23:55:15
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,10.00,0.50,1.00,0.00,0,0,0.9000,0,162,2026-08-21 23:55:16
ABLATION_THROUGHPUT_ONLY,RESOURCE_MODERATE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,10.00,4.50,8.00,1.00,0,0,0.9000,0,173,2026-08-21 23:55:16
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,170,2026-08-21 23:55:13
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,168,2026-08-21 23:55:13
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,10.00,0.00,0.00,0.00,0,0,0.9000,0,162,2026-08-21 23:55:13
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,37,2026-08-21 23:55:17
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,34,2026-08-21 23:55:17
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,24,2026-08-21 23:55:17
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,3.00,5.00,1.00,0,0,0.9000,0,38,2026-08-21 23:55:17
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.25,0.50,0.00,0,0,0.9000,0,36,2026-08-21 23:55:17
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.50,1.00,1.00,0,0,0.9000,0,33,2026-08-21 23:55:18
