algorithmCode,scenarioCode,caseCount,repetition,randomSeed,solverAlgorithm,solverStatus,scheduledCases,unscheduledCases,theatreUtilisationPercent,averageWaitingHours,maxWaitingHours,emergencyAverageWaitingHours,conflictCount,hardConstraintViolations,jainFairnessIndex,continuityMovedCases,runtimeMs,createdAt
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,215,2026-08-21 23:42:53
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,52.50,2.08,4.00,2.08,0,0,0.9977,0,221,2026-08-21 23:42:53
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,52.50,2.00,4.00,2.00,0,0,0.9977,0,211,2026-08-21 23:42:53
ABLATION_NO_WAITING,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,201,2026-08-21 23:42:54
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,52.50,2.08,4.00,2.08,0,0,0.9977,0,205,2026-08-21 23:42:54
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,193,2026-08-21 23:42:54
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,200,2026-08-21 23:42:55
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,1,42,CP_SAT_V1,OPTIMAL,6,44,55.00,1.58,4.00,1.58,0,0,1.0000,0,262,2026-08-21 23:42:51
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,2,43,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,282,2026-08-21 23:42:51
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,50,3,44,CP_SAT_V1,OPTIMAL,6,44,50.00,1.58,4.00,1.58,0,0,0.9901,0,212,2026-08-21 23:42:52
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,32,2026-08-21 23:42:49
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,29,2026-08-21 23:42:49
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:42:49
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,3.00,5.00,1.00,0,0,0.9000,0,35,2026-08-21 23:42:49
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.25,0.50,0.00,0,0,0.9000,0,30,2026-08-21 23:42:49
ABLATION_NO_WAITING,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,0.50,1.00,1.00,0,0,0.9000,0,24,2026-08-21 23:42:50
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,26,2026-08-21 23:42:50
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,3.00,5.00,1.00,0,0,0.9000,0,38,2026-08-21 23:42:51
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,3.00,5.00,1.00,0,0,0.9000,0,32,2026-08-21 23:42:51
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,1,42,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:42:49
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,2,43,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,28,2026-08-21 23:42:49
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,50,3,44,CP_SAT_V1,OPTIMAL,2,48,21.43,0.00,0.00,0.00,0,0,0.9000,0,33,2026-08-21 23:42:49
ABLATION_NO_PRIORITY,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,30,2026-08-21 23:42:56
ABLATION_NO_PRIORITY,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,38,2026-08-21 23:42:56
ABLATION_NO_PRIORITY,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,35,2026-08-21 23:42:56
ABLATION_NO_WAITING,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,4.50,8.00,1.00,0,0,0.9000,0,40,2026-08-21 23:42:56
ABLATION_NO_WAITING,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.50,1.00,0.00,0,0,0.9000,0,39,2026-08-21 23:42:56
ABLATION_NO_WAITING,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,1.25,1.50,1.00,0,0,0.9000,0,28,2026-08-21 23:42:56
ABLATION_THROUGHPUT_ONLY,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.25,0.50,0.00,0,0,0.9000,0,39,2026-08-21 23:42:57
ABLATION_THROUGHPUT_ONLY,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.50,1.00,0.00,0,0,0.9000,0,25,2026-08-21 23:42:57
ABLATION_THROUGHPUT_ONLY,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,1.25,1.50,1.00,0,0,0.9000,0,38,2026-08-21 23:42:57
HYBRID_PRIORITY_CP_SAT,BASELINE,100,1,42,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,39,2026-08-21 23:42:55
HYBRID_PRIORITY_CP_SAT,BASELINE,100,2,43,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:42:55
HYBRID_PRIORITY_CP_SAT,BASELINE,100,3,44,CP_SAT_V1,OPTIMAL,2,98,15.00,0.00,0.00,0.00,0,0,0.9000,0,43,2026-08-21 23:42:56
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,826,2026-08-21 23:43:03
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,837,2026-08-21 23:43:04
ABLATION_NO_PRIORITY,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,919,2026-08-21 23:43:05
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,57.50,1.71,4.00,1.71,0,0,0.9549,0,667,2026-08-21 23:43:06
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,627,2026-08-21 23:43:07
ABLATION_NO_WAITING,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,609,2026-08-21 23:43:07
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,57.50,1.71,4.00,1.71,0,0,0.9549,0,592,2026-08-21 23:43:09
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,640,2026-08-21 23:43:10
ABLATION_THROUGHPUT_ONLY,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,661,2026-08-21 23:43:10
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,1,42,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,744,2026-08-21 23:43:00
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,2,43,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,733,2026-08-21 23:43:01
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,100,3,44,CP_SAT_V1,OPTIMAL,7,93,52.50,1.71,4.00,1.71,0,0,0.9800,0,789,2026-08-21 23:43:02
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,39,2026-08-21 23:42:58
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,29,2026-08-21 23:42:58
ABLATION_NO_PRIORITY,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,26,2026-08-21 23:42:58
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,3.00,5.00,1.00,0,0,0.9000,0,39,2026-08-21 23:42:58
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.25,0.50,0.00,0,0,0.9000,0,22,2026-08-21 23:42:58
ABLATION_NO_WAITING,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.50,1.00,1.00,0,0,0.9000,0,35,2026-08-21 23:42:58
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,33,2026-08-21 23:42:59
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.25,0.50,0.00,0,0,0.9000,0,25,2026-08-21 23:42:59
ABLATION_THROUGHPUT_ONLY,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.50,1.00,1.00,0,0,0.9000,0,26,2026-08-21 23:42:59
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,100,1,42,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:42:57
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,100,2,43,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,38,2026-08-21 23:42:58
HYBRID_PRIORITY_CP_SAT,RESOURCE_TIGHT,100,3,44,CP_SAT_V1,OPTIMAL,2,98,21.43,0.00,0.00,0.00,0,0,0.9000,0,26,2026-08-21 23:42:58
